GJOIN2010,GJOIN2020,WEIGHT,PAREA
G36004700530001001,G36004700530001001,1.0,1.0
G36004700530001002,G36004700530001002,1.0,1.0
G36004700530002000,G36004700530002000,1.0,1.0
G36004700530002001,G36004700530002001,1.0,1.0
G36004700530002002,G36004700530002002,1.0,1.0
G36004700530003000,G36004700530003000,1.0,1.0
G36004700530003001,G36004700530003000,1.0,1.0
G36004700530003002,G36004700530003001,1.0,1.0
G36004700530003003,G36004700530003003,1.0,1.0
G36004700530003004,G36004700530003002,1.0,1.0
G36004700531001000,G36004700531022001,1.0,1.0
G36004700531001001,G36004700531021000,1.0,1.0
G36004700531001002,G36004700531022002,1.0,1.0
G36004700531001003,G36004700531021001,0.460574797347,0.555806907695
G36004700531001003,G36004700531021002,0.539425202653,0.444193092305
G36004700531002000,G36004700531012002,1.0,1.0
G36004700531002001,G36004700531011000,1.0,1.0
G36004700531002002,G36004700531011001,1.0,1.0
G36004700531002003,G36004700531022000,1.0,1.0
G36004700531003000,G36004700531012001,1.0,1.0
G36004700531004000,G36004700531012000,1.0,1.0
G36004700532001000,G36004700532001000,1.0,1.0
G36004700532001001,G36004700532001001,1.0,1.0
G36004700532001002,G36004700532001002,1.0,1.0
G36004700532001003,G36004700532001003,1.0,1.0
G36004700532001004,G36004700532001004,1.0,1.0
G36004700532001005,G36004700532001005,1.0,1.0
G36004700532001006,G36004700532001006,1.0,1.0
G36004700532002000,G36004700532002000,1.0,1.0
G36004700532002001,G36004700532002001,1.0,1.0
G36004700532002002,G36004700532002002,1.0,1.0
G36004700532002003,G36004700532002003,1.0,1.0
G36004700532002004,G36004700532002004,1.0,1.0
G36004700532002005,G36004700532002005,1.0,1.0
G36004700533001000,G36004700533001000,1.0,1.0
G36004700533001001,G36004700533001001,0.608540925267,0.664719358534
G36004700533001001,G36004700533001002,0.391459074733,0.335280641466
G36004700533002000,G36004700533002000,1.0,1.0
G36004700533002001,G36004700533002001,0.821376281113,0.615491974878
G36004700533002001,G36004700533002002,0.178623718887,0.384508025122
G36004700533003000,G36004700533003000,1.0,1.0
G36004700533003001,G36004700533003001,1.0,1.0
G36004700533004000,G36004700533004000,1.0,1.0
G36004700533004001,G36004700533004001,1.0,1.0
G36004700533005000,G36004700533005000,1.0,1.0
G36004700533005001,G36004700533005001,0.371494518177,0.371494518177
G36004700533005001,G36004700533005002,0.628505481823,0.628505481823
G36004700533005002,G36004700533005003,1.0,1.0
G36004700533005003,G36004700533005004,1.0,1.0
G36004700533005004,G36004700533005005,1.0,1.0
G36004700533005005,G36004700533005006,0.617219078416,0.617219078416
G36004700533005005,G36004700533005007,0.382780921584,0.382780921584
G36004700533005006,G36004700533005008,1.0,1.0
G36004700534001000,G36004700534001000,1.0,1.0
G36004700534001001,G36004700534001001,1.0,1.0
G36004700534002000,G36004700534002000,1.0,1.0
G36004700534002001,G36004700534002001,1.0,1.0
G36004700534003000,G36004700534003000,1.0,1.0
G36004700534003001,G36004700534003001,1.0,1.0
G36004700534004000,G36004700534004000,1.0,1.0
G36004700534004001,G36004700534004001,1.0,1.0
G36004700534004002,G36004700534004002,1.0,1.0
G36004700535001000,G36004700535001000,1.0,1.0
G36004700535001001,G36004700535001001,1.0,1.0
G36004700535001002,G36004700535001001,1.0,1.0
G36004700535002000,G36004700535002000,1.0,1.0
G36004700535002001,G36004700535002001,1.0,1.0
G36004700535002002,G36004700535002001,1.0,1.0
G36004700535003000,G36004700535003000,1.0,1.0
G36004700535003001,G36004700535003001,1.0,1.0
G36004700535004000,G36004700535004000,1.0,1.0
G36004700535004001,G36004700535004001,1.0,1.0
G36004700535004002,G36004700535004002,1.0,1.0
G36004700535004003,G36004700535004003,1.0,1.0
G36004700535004004,G36004700535004003,1.0,1.0
G36004700537001000,G36004700537001000,1.0,1.0
G36004700537001001,G36004700537001001,0.412362505978,0.412362505978
G36004700537001001,G36004700537001002,0.587637494022,0.587637494022
G36004700537001002,G36004700537001003,1.0,1.0
G36004700537001003,G36004700537001004,1.0,1.0
G36004700537001004,G36004700537001005,1.0,1.0
G36004700537002000,G36004700537002000,1.0,1.0
G36004700537002001,G36004700537002001,0.868517424864,0.867148990301
G36004700537002001,G36004700537002002,0.131482575136,0.132851009699
G36004700537002002,G36004700537002001,1.0,1.0
G36004700537002003,G36004700537002016,0.324298160697,0.331716559303
G36004700537002003,G36004700537002017,0.122942884802,0.245017051914
G36004700537002003,G36004700537002018,0.552758954501,0.423266388784
G36004700537002004,G36004700537002014,1.0,1.0
G36004700537002005,G36004700537002003,1.0,1.0
G36004700537002006,G36004700537002004,1.0,1.0
G36004700537002007,G36004700537002005,1.0,1.0
G36004700537002008,G36004700537002006,0.513130968622,0.513130968622
G36004700537002008,G36004700537002007,0.486869031378,0.486869031378
G36004700537002009,G36004700537002008,1.0,1.0
G36004700537002010,G36004700537002009,1.0,1.0
G36004700537002011,G36004700537002010,0.310434120335,0.310434120335
G36004700537002011,G36004700537002011,0.689565879665,0.689565879665
G36004700537002012,G36004700537002012,1.0,1.0
G36004700537002013,G36004700537002013,1.0,1.0
G36004700537002014,G36004700537002010,0.333838766742,0.333838766742
G36004700537002014,G36004700537002011,0.666161233258,0.666161233258
G36004700537002015,G36004700537002015,1.0,1.0
G36004700538001000,G36004700538001000,1.0,1.0
G36004700538001001,G36004700538001001,1.0,1.0
G36004700538002000,G36004700538002000,1.0,1.0
G36004700538002001,G36004700538002001,1.0,1.0
G36004700538002002,G36004700538002002,1.0,1.0
G36004700538002003,G36004700538002003,1.0,1.0
G36004700538003000,G36004700538003000,1.0,1.0
G36004700538003001,G36004700538003001,1.0,1.0
G36004700538003002,G36004700538003002,1.0,1.0
G36004700538003003,G36004700538003003,1.0,1.0
G36004700538003004,G36004700538003004,1.0,1.0
G36004700538003005,G36004700538003005,1.0,1.0
G36004700539001000,G36004700539001000,1.0,1.0
G36004700539001001,G36004700539001001,1.0,1.0
G36004700539001002,G36004700539001002,1.0,1.0
G36004700539001003,G36004700539001003,1.0,1.0
G36004700539001004,G36004700539001004,1.0,1.0
G36004700539002000,G36004700539002000,1.0,1.0
G36004700542001000,G36004700542001000,1.0,1.0
G36004700542001001,G36004700542001001,1.0,1.0
G36004700542001002,G36004700542001002,1.0,1.0
G36004700542002000,G36004700542002000,1.0,1.0
G36004700542002001,G36004700542002001,1.0,1.0
G36004700542002002,G36004700542002002,1.0,1.0
G36004700542003000,G36004700542003000,1.0,1.0
G36004700542003001,G36004700542003001,1.0,1.0
G36004700543001000,G36004700543001000,0.0,0.0
G36004700543001000,G36004700543001001,1.0,1.0
G36004700543001001,G36004700543001000,1.0,1.0
G36004700543001002,G36004700543001001,1.0,1.0
G36004700543001002,G36004700543001016,0.0,0.0
G36004700543001003,G36004700543001016,1.0,1.0
G36004700543001004,G36004700543001016,1.0,1.0
G36004700543001005,G36004700543001018,1.0,1.0
G36004700543001006,G36004700543001017,1.0,1.0
G36004700543001007,G36004700543001001,1.0,0.965770417413
G36004700543001007,G36004700543001002,0.0,0.032379478154
G36004700543001007,G36004700543001029,0.0,0.001850104433
G36004700543001008,G36004700543001004,0.063546122856,0.063546122856
G36004700543001008,G36004700543001031,0.010798687544,0.010798687544
G36004700543001008,G36004700543001032,0.9256551896,0.9256551896
G36004700543001009,G36004700543001001,1.0,1.0
G36004700543001010,G36004700543001001,1.0,1.0
G36004700543001011,G36004700543001012,1.0,1.0
G36004700543001012,G36004700543001011,1.0,1.0
G36004700543001013,G36004700543001010,1.0,1.0
G36004700543001014,G36004700543001003,1.0,1.0
G36004700543001015,G36004700543001031,1.0,1.0
G36004700543001016,G36004700543001005,1.0,1.0
G36004700543001017,G36004700543001004,0.966675100924,0.966675100924
G36004700543001017,G36004700543001007,0.025147503652,0.025147503652
G36004700543001017,G36004700543001040,0.008177395425,0.008177395425
G36004700543001018,G36004700543001004,1.0,1.0
G36004700543001019,G36004700543001006,1.0,1.0
G36004700543001020,G36004700543001004,1.0,1.0
G36004700543001021,G36004700543001008,1.0,1.0
G36004700543001022,G36004700543001009,1.0,1.0
G36004700543001023,G36004700543001007,1.0,1.0
G36004700543001023,G36004700543001009,0.0,0.0
G36004700543001024,G36004700543001007,1.0,1.0
G36004700543001025,G36004700543001035,0.617465858918,0.617465858918
G36004700543001025,G36004700543001036,0.382534141082,0.382534141082
G36004700543001026,G36004700543001034,1.0,1.0
G36004700543001027,G36004700543001033,1.0,1.0
G36004700543001028,G36004700543001038,1.0,1.0
G36004700543001029,G36004700543001039,1.0,1.0
G36004700543001030,G36004700543001036,1.0,1.0
G36004700543001031,G36004700543001037,1.0,1.0
G36004700543001032,G36004700543001013,1.0,1.0
G36004700543001033,G36004700543001013,1.0,1.0
G36004700543001034,G36004700543001030,1.0,1.0
G36004700543001035,G36004700543001028,1.0,1.0
G36004700543001036,G36004700543001020,1.0,1.0
G36004700543001037,G36004700543001022,0.501883454141,0.501883454141
G36004700543001037,G36004700543001026,0.498116545859,0.498116545859
G36004700543001038,G36004700543001015,1.0,1.0
G36004700543001039,G36004700543001013,0.431538158108,0.431538158108
G36004700543001039,G36004700543001014,0.568461841892,0.568461841892
G36004700543001040,G36004700543001014,1.0,1.0
G36004700543001041,G36004700543001024,1.0,1.0
G36004700543001042,G36004700543001023,1.0,1.0
G36004700543001043,G36004700543001025,1.0,1.0
G36004700543001044,G36004700543001019,0.222169383079,0.222169383079
G36004700543001044,G36004700543001025,0.108296225844,0.108296225844
G36004700543001044,G36004700543001041,0.669534391077,0.669534391077
G36004700543001045,G36004700543001019,1.0,1.0
G36004700543001046,G36004700543001027,1.0,1.0
G36004700543001047,G36004700543001013,1.0,1.0
G36004700543001048,G36004700543001013,1.0,1.0
G36004700543001049,G36004700543001021,1.0,1.0
G36004700543001050,G36004700543001029,1.0,1.0
G36004700543001051,G36004700543001004,0.090472377902,0.090472377902
G36004700543001051,G36004700543001007,0.909527622098,0.909527622098
G36004700543002000,G36004700211003000,1.0,1.0
G36004700543002001,G36004700211003001,1.0,1.0
G36004700543002002,G36004700211003002,1.0,1.0
G36004700543002003,G36004700211003003,1.0,1.0
G36004700543002004,G36004700211003004,1.0,1.0
G36004700543002005,G36004700211003005,1.0,1.0
G36004700543002006,G36004700211003006,1.0,1.0
G36004700544001000,G36004700544001000,1.0,1.0
G36004700544001001,G36004700544001001,1.0,1.0
G36004700544002000,G36004700544002000,1.0,1.0
G36004700544002001,G36004700544002001,1.0,1.0
G36004700544002002,G36004700544002002,1.0,1.0
G36004700544002003,G36004700544002003,1.0,1.0
G36004700544003000,G36004700544003000,1.0,1.0
G36004700544003001,G36004700544003001,1.0,1.0
G36004700544003002,G36004700544003002,1.0,1.0
G36004700544003003,G36004700544003003,1.0,1.0
G36004700545001000,G36004700545001000,1.0,1.0
G36004700545001001,G36004700545001001,1.0,1.0
G36004700545001002,G36004700545001001,1.0,1.0
G36004700545001003,G36004700545001002,1.0,1.0
G36004700545002000,G36004700545002000,1.0,1.0
G36004700545002001,G36004700545002001,1.0,1.0
G36004700545002002,G36004700545002002,1.0,1.0
G36004700545003000,G36004700545003000,1.0,1.0
G36004700545004000,G36004700545004000,1.0,1.0
G36004700545005000,G36004700545005000,1.0,1.0
G36004700545005001,G36004700545005001,1.0,1.0
G36004700545006000,G36004700545006000,1.0,1.0
G36004700546001000,G36004700546001000,0.528875379939,0.708052101835
G36004700546001000,G36004700546001005,0.471124620061,0.291947898165
G36004700546001001,G36004700546001001,1.0,1.0
G36004700546001002,G36004700546001002,1.0,1.0
G36004700546001003,G36004700546001003,1.0,1.0
G36004700546001004,G36004700546001003,1.0,1.0
G36004700546001005,G36004700546001004,1.0,1.0
G36004700546002000,G36004700546002000,0.312699425654,0.375241932298
G36004700546002000,G36004700546002001,0.476068921506,0.468143934905
G36004700546002000,G36004700546002003,0.21123165284,0.156614132796
G36004700546002001,G36004700546002002,1.0,1.0
G36004700546003000,G36004700546003000,0.574533279745,0.783353010626
G36004700546003000,G36004700546003001,0.425466720255,0.216646989374
G36004700546003001,G36004700546003001,1.0,1.0
G36004700546003002,G36004700546003002,1.0,1.0
G36004700547001000,G36004700547001000,1.0,1.0
G36004700547001001,G36004700547001001,1.0,1.0
G36004700547001002,G36004700547001002,1.0,1.0
G36004700547001003,G36004700547001003,1.0,1.0
G36004700547001004,G36004700547001004,1.0,1.0
G36004700547002000,G36004700547002000,1.0,1.0
G36004700547002001,G36004700547002001,1.0,1.0
G36004700547003000,G36004700547003000,1.0,1.0
G36004700547003001,G36004700547003001,1.0,1.0
G36004700547003002,G36004700547003002,1.0,1.0
G36004700547003003,G36004700547003003,1.0,1.0
G36004700547003004,G36004700547003004,1.0,1.0
G36004700548001000,G36004700548001000,0.320967741935,0.418813459763
G36004700548001000,G36004700548001001,0.679032258065,0.581186540237
G36004700548001001,G36004700548001002,1.0,1.0
G36004700548001002,G36004700548001003,1.0,1.0
G36004700548001003,G36004700548001004,1.0,1.0
G36004700548002000,G36004700548002000,1.0,1.0
G36004700548002001,G36004700548002001,1.0,1.0
G36004700548002002,G36004700548002002,1.0,1.0
G36004700548002003,G36004700548002003,1.0,1.0
G36004700548002004,G36004700548002004,1.0,1.0
G36004700549001000,G36004700549001000,1.0,1.0
G36004700549001001,G36004700549001001,1.0,1.0
G36004700549001002,G36004700549001002,1.0,1.0
G36004700549001003,G36004700549001003,1.0,1.0
G36004700549002000,G36004700549002000,1.0,1.0
G36004700549002001,G36004700549002001,1.0,1.0
G36004700549002002,G36004700549002002,1.0,1.0
G36004700549002003,G36004700549002003,1.0,1.0
G36004700549002004,G36004700549002004,0.554620539193,0.554620539193
G36004700549002004,G36004700549002006,0.033504753,0.033504753
G36004700549002004,G36004700549002010,0.241390057659,0.241390057659
G36004700549002004,G36004700549002011,0.170484650148,0.170484650148
G36004700549002005,G36004700549002005,0.521061869241,0.521061869241
G36004700549002005,G36004700549002006,0.104212373848,0.104212373848
G36004700549002005,G36004700549002011,0.374725756911,0.374725756911
G36004700549002006,G36004700549002013,1.0,1.0
G36004700549002007,G36004700549002012,1.0,1.0
G36004700549002008,G36004700549002017,1.0,1.0
G36004700549002009,G36004700549002008,0.488187237801,0.488187237801
G36004700549002009,G36004700549002009,0.263192757783,0.263192757783
G36004700549002009,G36004700549002018,0.248620004416,0.248620004416
G36004700549002010,G36004700549002007,0.432983023444,0.432983023444
G36004700549002010,G36004700549002019,0.296038803557,0.296038803557
G36004700549002010,G36004700549002020,0.270978172999,0.270978172999
G36004700549002011,G36004700549002023,1.0,1.0
G36004700549002012,G36004700549002024,1.0,1.0
G36004700549002013,G36004700549002016,1.0,1.0
G36004700549002014,G36004700549002015,1.0,1.0
G36004700549002015,G36004700549002014,1.0,1.0
G36004700549002016,G36004700549002021,0.247397047397,0.247397047397
G36004700549002016,G36004700549002022,0.424864024864,0.424864024864
G36004700549002016,G36004700549002026,0.327738927739,0.327738927739
G36004700549002017,G36004700549002025,1.0,1.0
G36004700549002018,G36004700549002025,1.0,1.0
G36004700550001000,G36004700550001000,1.0,1.0
G36004700550001001,G36004700550001001,1.0,1.0
G36004700550001002,G36004700550001002,1.0,1.0
G36004700550002000,G36004700550002000,1.0,1.0
G36004700550002001,G36004700550002001,1.0,1.0
G36004700550002002,G36004700550002002,1.0,1.0
G36004700550003000,G36004700550003000,1.0,1.0
G36004700550003001,G36004700550003001,1.0,1.0
G36004700550003002,G36004700550003002,1.0,1.0
G36004700550003003,G36004700550003003,1.0,1.0
G36004700551001000,G36004700551001000,1.0,1.0
G36004700551001001,G36004700551001001,1.0,1.0
G36004700551001002,G36004700551001002,1.0,1.0
G36004700551001003,G36004700551001003,1.0,1.0
G36004700551001004,G36004700551001004,1.0,1.0
G36004700551001005,G36004700551001005,1.0,1.0
G36004700551001006,G36004700551001006,1.0,1.0
G36004700551001007,G36004700551001007,1.0,1.0
G36004700551001008,G36004700551001008,1.0,1.0
G36004700551001009,G36004700551001009,1.0,1.0
G36004700551001010,G36004700551001010,1.0,1.0
G36004700551002000,G36004700551002000,1.0,1.0
G36004700551002001,G36004700551002001,1.0,1.0
G36004700551002002,G36004700551002002,1.0,1.0
G36004700551003000,G36004700551003000,1.0,1.0
G36004700551003001,G36004700551003001,1.0,1.0
G36004700551003002,G36004700551003002,1.0,1.0
G36004700551004000,G36004700551004000,1.0,1.0
G36004700551004001,G36004700551004001,1.0,1.0
G36004700552001000,G36004700552001000,1.0,1.0
G36004700552001001,G36004700552001001,1.0,1.0
G36004700552001002,G36004700552001002,1.0,1.0
G36004700552002000,G36004700552002000,1.0,1.0
G36004700552002001,G36004700552002001,1.0,1.0
G36004700552002002,G36004700552002002,1.0,1.0
G36004700552002003,G36004700552002003,1.0,1.0
G36004700552003000,G36004700552003000,1.0,1.0
G36004700552003001,G36004700552003001,1.0,1.0
G36004700552003002,G36004700552003002,1.0,1.0
G36004700552003003,G36004700552003003,1.0,1.0
G36004700552003004,G36004700552003004,1.0,1.0
G36004700552003005,G36004700552003005,1.0,1.0
G36004700553001000,G36004700553001000,1.0,1.0
G36004700553001001,G36004700553001001,1.0,1.0
G36004700553001002,G36004700553001002,1.0,1.0
G36004700553001003,G36004700553001003,1.0,1.0
G36004700553002000,G36004700553002000,1.0,1.0
G36004700553002001,G36004700553002001,1.0,1.0
G36004700553002002,G36004700553002002,1.0,1.0
G36004700553002003,G36004700553002003,1.0,1.0
G36004700553002004,G36004700553002004,1.0,1.0
G36004700553002005,G36004700553002005,1.0,1.0
G36004700553002006,G36004700553002006,1.0,1.0
G36004700553003000,G36004700553003000,1.0,1.0
G36004700553003001,G36004700553003001,1.0,1.0
G36004700553003002,G36004700553003002,1.0,1.0
G36004700553003003,G36004700553003003,1.0,1.0
G36004700553003004,G36004700553003004,1.0,1.0
G36004700554001000,G36004700554001000,1.0,1.0
G36004700554001001,G36004700554001001,1.0,1.0
G36004700554001002,G36004700554001002,1.0,1.0
G36004700554002000,G36004700554002000,1.0,1.0
G36004700554002001,G36004700554002001,1.0,1.0
G36004700554003000,G36004700554003000,1.0,1.0
G36004700554003001,G36004700554003001,1.0,1.0
G36004700554003002,G36004700554003002,0.708920187793,0.578010420687
G36004700554003002,G36004700554003003,0.291079812207,0.421989579313
G36004700554003003,G36004700554003004,1.0,1.0
G36004700554003004,G36004700554003005,1.0,1.0
G36004700555001000,G36004700555001000,1.0,1.0
G36004700555001001,G36004700555001004,1.0,1.0
G36004700555001002,G36004700555001001,1.0,1.0
G36004700555001003,G36004700555001002,1.0,1.0
G36004700555001004,G36004700555001003,1.0,1.0
G36004700555001005,G36004700555001008,1.0,1.0
G36004700555001006,G36004700555001006,1.0,1.0
G36004700555001007,G36004700555001005,1.0,1.0
G36004700555001008,G36004700555001007,1.0,1.0
G36004700555001009,G36004700555001019,1.0,1.0
G36004700555001010,G36004700555001009,1.0,1.0
G36004700555001011,G36004700555001013,1.0,1.0
G36004700555001012,G36004700555001010,1.0,1.0
G36004700555001013,G36004700555001011,1.0,1.0
G36004700555001014,G36004700555001012,1.0,1.0
G36004700555001015,G36004700555001015,1.0,1.0
G36004700555001016,G36004700555001014,1.0,1.0
G36004700555001017,G36004700555001016,1.0,1.0
G36004700555001018,G36004700555001017,1.0,1.0
G36004700555001019,G36004700555001022,1.0,1.0
G36004700555001020,G36004700555001018,1.0,1.0
G36004700555001021,G36004700555001020,1.0,1.0
G36004700555001022,G36004700555001021,1.0,1.0
G36004700556001000,G36004700556001000,1.0,1.0
G36004700556001001,G36004700556001001,1.0,1.0
G36004700556001002,G36004700556001002,1.0,1.0
G36004700556001003,G36004700556001003,1.0,1.0
G36004700556002000,G36004700556002000,1.0,1.0
G36004700556002001,G36004700556002001,1.0,1.0
G36004700556003000,G36004700556003000,0.403225806452,0.45378753922
G36004700556003000,G36004700556003001,0.596774193548,0.54621246078
G36004700556003001,G36004700556003002,0.645238095238,0.673661297344
G36004700556003001,G36004700556003003,0.354761904762,0.326338702656
G36004700556003002,G36004700556003004,1.0,1.0
G36004700557001000,G36004700557001000,1.0,1.0
G36004700557001001,G36004700557001001,1.0,1.0
G36004700557001002,G36004700557001002,1.0,1.0
G36004700557002000,G36004700557002000,1.0,1.0
G36004700557002001,G36004700557002001,1.0,1.0
G36004700557002002,G36004700557002004,1.0,1.0
G36004700557002003,G36004700557002005,1.0,1.0
G36004700557002004,G36004700557002006,1.0,1.0
G36004700557002005,G36004700557002007,1.0,1.0
G36004700557002006,G36004700557002008,1.0,1.0
G36004700557002007,G36004700557002003,1.0,1.0
G36004700557002008,G36004700557002002,1.0,1.0
G36004700557002009,G36004700557002001,1.0,1.0
G36004700557002010,G36004700557002012,1.0,1.0
G36004700557002011,G36004700557002011,1.0,1.0
G36004700557002012,G36004700557002010,1.0,1.0
G36004700557002013,G36004700557002009,1.0,1.0
G36004700557002014,G36004700557002013,1.0,1.0
G36004700558001000,G36004700558001000,1.0,1.0
G36004700558001001,G36004700558001001,1.0,1.0
G36004700558001002,G36004700558001002,1.0,1.0
G36004700558002000,G36004700558002000,1.0,1.0
G36004700558002001,G36004700558002001,1.0,1.0
G36004700558002002,G36004700558002000,1.0,1.0
G36004700558002003,G36004700558002002,1.0,1.0
G36004700558002004,G36004700558002003,1.0,1.0
G36004700558002005,G36004700558002004,1.0,1.0
G36004700558002006,G36004700558002005,1.0,1.0
G36004700560001000,G36004700560001000,1.0,1.0
G36004700560001001,G36004700560001001,1.0,1.0
G36004700560001002,G36004700560001002,1.0,1.0
G36004700560001003,G36004700560001003,1.0,1.0
G36004700560002000,G36004700560002000,1.0,1.0
G36004700560002001,G36004700560002001,1.0,1.0
G36004700560003000,G36004700560003000,1.0,1.0
G36004700560003001,G36004700560003001,1.0,1.0
G36004700561001000,G36004700561001000,1.0,1.0
G36004700561001001,G36004700561001001,1.0,1.0
G36004700561001002,G36004700561001002,1.0,1.0
G36004700561001003,G36004700561001003,1.0,1.0
G36004700561001004,G36004700561001008,1.0,1.0
G36004700561001005,G36004700561001004,1.0,1.0
G36004700561001006,G36004700561001005,1.0,1.0
G36004700561001007,G36004700561001006,1.0,1.0
G36004700561001008,G36004700561001006,1.0,1.0
G36004700561001009,G36004700561001007,1.0,1.0
G36004700561001010,G36004700561001007,1.0,1.0
G36004700561002000,G36004700561002000,1.0,1.0
G36004700561002001,G36004700561002001,1.0,1.0
G36004700561002002,G36004700561002002,1.0,1.0
G36004700561002003,G36004700561001004,1.0,1.0
G36004700561003000,G36004700561003000,1.0,1.0
G36004700561003001,G36004700561003001,1.0,1.0
G36004700561003002,G36004700561003002,1.0,1.0
G36004700561003003,G36004700561003003,1.0,1.0
G36004700561004000,G36004700561004000,1.0,1.0
G36004700561004001,G36004700561004001,1.0,1.0
G36004700561004002,G36004700561004002,1.0,1.0
G36004700561004003,G36004700561004003,1.0,1.0
G36004700561004004,G36004700561004004,1.0,1.0
G36004700561004005,G36004700561004005,1.0,1.0
G36004700562001000,G36004700562001000,1.0,1.0
G36004700562001001,G36004700562001001,1.0,1.0
G36004700562001002,G36004700562001002,1.0,1.0
G36004700562001003,G36004700562001003,1.0,1.0
G36004700562002000,G36004700562002000,1.0,1.0
G36004700562002001,G36004700562002001,1.0,1.0
G36004700562002002,G36004700562002002,1.0,1.0
G36004700562002003,G36004700562002003,1.0,1.0
G36004700563001000,G36004700563020001,1.0,1.0
G36004700563001001,G36004700563021000,0.000662729462,0.010041643006
G36004700563001001,G36004700563022000,0.999337270538,0.989958356994
G36004700563001002,G36004700563020001,1.0,1.0
G36004700563001003,G36004700563022002,1.0,1.0
G36004700563001004,G36004700563011000,1.0,1.0
G36004700563001005,G36004700563022003,1.0,1.0
G36004700563001006,G36004700563021000,1.0,1.0
G36004700563001007,G36004700563011001,1.0,1.0
G36004700563001008,G36004700563011002,1.0,1.0
G36004700563001009,G36004700563011003,1.0,1.0
G36004700563001010,G36004700563021001,1.0,1.0
G36004700563002000,G36004700563022001,1.0,1.0
G36004700563002001,G36004700563022004,1.0,1.0
G36004700563002002,G36004700563012000,1.0,1.0
G36004700563002003,G36004700563012001,1.0,1.0
G36004700563003000,G36004700563013000,1.0,1.0
G36004700563003001,G36004700563013001,1.0,1.0
G36004700563004000,G36004700563014000,1.0,1.0
G36004700563004001,G36004700563014001,1.0,1.0
G36004700564001000,G36004700564001000,1.0,1.0
G36004700564001001,G36004700564001001,1.0,1.0
G36004700564001002,G36004700564001002,1.0,1.0
G36004700564001003,G36004700564001003,1.0,1.0
G36004700564002000,G36004700564002000,1.0,1.0
G36004700564002001,G36004700564002001,1.0,1.0
G36004700564002002,G36004700564002002,1.0,1.0
G36004700564003000,G36004700564003000,1.0,1.0
G36004700564003001,G36004700564003001,1.0,1.0
G36004700564003002,G36004700564003002,1.0,1.0
G36004700564003003,G36004700564003003,1.0,1.0
G36004700565001000,G36004700565001000,1.0,1.0
G36004700565001001,G36004700565001003,1.0,1.0
G36004700565001002,G36004700565001003,1.0,1.0
G36004700565001003,G36004700565001001,1.0,1.0
G36004700565001004,G36004700565001002,1.0,1.0
G36004700565001005,G36004700565001003,1.0,1.0
G36004700565001006,G36004700565001003,1.0,1.0
G36004700565001007,G36004700565001005,1.0,1.0
G36004700565001008,G36004700565001004,1.0,1.0
G36004700565001009,G36004700565001006,1.0,1.0
G36004700565002000,G36004700565002000,1.0,1.0
G36004700565002001,G36004700565002001,1.0,1.0
G36004700565003000,G36004700565003000,1.0,1.0
G36004700565003001,G36004700565003001,1.0,1.0
G36004700566001000,G36004700566001000,1.0,1.0
G36004700566001001,G36004700566001001,1.0,1.0
G36004700566001002,G36004700566001002,1.0,1.0
G36004700566001003,G36004700566001003,1.0,1.0
G36004700566002000,G36004700566002000,1.0,1.0
G36004700566002001,G36004700566002001,1.0,1.0
G36004700566002002,G36004700566002002,1.0,1.0
G36004700566002003,G36004700566002003,1.0,1.0
G36004700568001000,G36004700568001000,1.0,1.0
G36004700568001001,G36004700568001001,1.0,1.0
G36004700568001002,G36004700568001002,1.0,1.0
G36004700568001003,G36004700568001003,1.0,1.0
G36004700568001004,G36004700568001004,1.0,1.0
G36004700568002000,G36004700568002000,1.0,1.0
G36004700568002001,G36004700568002001,1.0,1.0
G36004700568002002,G36004700568002002,1.0,1.0
G36004700568002003,G36004700568002003,1.0,1.0
G36004700569001000,G36004700569001000,1.0,1.0
G36004700569001001,G36004700569001001,1.0,1.0
G36004700569001002,G36004700569001002,1.0,1.0
G36004700569002000,G36004700569002000,1.0,1.0
G36004700569002001,G36004700569002001,1.0,1.0
G36004700569002002,G36004700569002002,1.0,1.0
G36004700569002003,G36004700569002003,1.0,1.0
G36004700569002004,G36004700569002004,1.0,1.0
G36004700569002005,G36004700569002005,1.0,1.0
G36004700569002006,G36004700569002003,1.0,1.0
G36004700569002007,G36004700569002006,1.0,1.0
G36004700570001000,G36004700570001000,1.0,1.0
G36004700570001001,G36004700570001000,1.0,1.0
G36004700570001002,G36004700570001001,1.0,1.0
G36004700570001003,G36004700570001002,1.0,1.0
G36004700570002000,G36004700570002000,1.0,1.0
G36004700570002001,G36004700570002001,1.0,1.0
G36004700570003000,G36004700570003000,1.0,1.0
G36004700570003001,G36004700570003001,1.0,1.0
G36004700570004000,G36004700570004000,1.0,1.0
G36004700570004001,G36004700570004001,1.0,1.0
G36004700570004002,G36004700570004002,1.0,1.0
G36004700570004003,G36004700570004003,1.0,1.0
G36004700570004004,G36004700570004004,1.0,1.0
G36004700570004005,G36004700570004005,1.0,1.0
G36004700570004006,G36004700570004006,1.0,1.0
G36004700570004007,G36004700570004006,1.0,1.0
G36004700570004008,G36004700570004007,1.0,1.0
G36004700571001000,G36004700571001000,1.0,1.0
G36004700571001001,G36004700571001001,1.0,1.0
G36004700571001002,G36004700571001002,1.0,1.0
G36004700571002000,G36004700571002000,1.0,1.0
G36004700571002001,G36004700571002001,1.0,1.0
