GJOIN2010,GJOIN2020,WEIGHT,PAREA
G36004700033002008,G36004700033002008,1.0,1.0
G36004700033002009,G36004700033002011,1.0,1.0
G36004700033002010,G36004700033002010,1.0,1.0
G36004700034000001,G36004700034000001,1.0,1.0
G36004700034001000,G36004700034001000,1.0,1.0
G36004700034001001,G36004700034001002,0.518847006652,0.518847006652
G36004700034001001,G36004700034001003,0.481152993348,0.481152993348
G36004700034001002,G36004700034001000,1.0,1.0
G36004700034001003,G36004700034001000,1.0,1.0
G36004700034001004,G36004700034001002,0.271182522252,0.271182522252
G36004700034001004,G36004700034001003,0.728817477748,0.728817477748
G36004700034001005,G36004700034001001,1.0,1.0
G36004700034001006,G36004700034001010,1.0,1.0
G36004700034001007,G36004700034001011,0.108825453951,0.108825453951
G36004700034001007,G36004700034001012,0.891174546049,0.891174546049
G36004700034001008,G36004700034001007,1.0,1.0
G36004700034001009,G36004700034001005,1.0,1.0
G36004700034001010,G36004700034001004,1.0,1.0
G36004700034001011,G36004700034001002,0.206644518272,0.206644518272
G36004700034001011,G36004700034001003,0.793355481728,0.793355481728
G36004700034001012,G36004700034001006,1.0,1.0
G36004700034001013,G36004700034001009,1.0,1.0
G36004700034001014,G36004700034001008,1.0,1.0
G36004700034002000,G36004700034002000,0.64744645799,0.604733477733
G36004700034002000,G36004700034002001,0.35255354201,0.395266522267
G36004700034002001,G36004700034002002,1.0,1.0
G36004700034002002,G36004700034002003,1.0,1.0
G36004700034002003,G36004700034002004,1.0,1.0
G36004700034003000,G36004700034003000,1.0,1.0
G36004700034003001,G36004700034003001,1.0,1.0
G36004700034003002,G36004700034003002,1.0,1.0
G36004700034003003,G36004700034003003,1.0,1.0
G36004700035001000,G36004700035001000,1.0,1.0
G36004700035001001,G36004700035001000,1.0,1.0
G36004700035001002,G36004700035001000,1.0,1.0
G36004700035001003,G36004700035001001,1.0,1.0
G36004700035001004,G36004700035001002,1.0,1.0
G36004700035001005,G36004700035001002,1.0,1.0
G36004700035001006,G36004700035001003,0.110088798545,0.110088798545
G36004700035001006,G36004700035001004,0.889911201455,0.889911201455
G36004700035001007,G36004700035001003,1.0,1.0
G36004700035002000,G36004700035002000,1.0,1.0
G36004700035002001,G36004700035002001,1.0,1.0
G36004700035002002,G36004700035002002,1.0,1.0
G36004700036001000,G36004700036001000,1.0,1.0
G36004700036001001,G36004700036001000,1.0,1.0
G36004700036001002,G36004700036001001,1.0,1.0
G36004700036001003,G36004700036001002,1.0,1.0
G36004700036001004,G36004700036001003,1.0,1.0
G36004700036002000,G36004700036002000,1.0,1.0
G36004700036002001,G36004700036002001,1.0,1.0
G36004700036003000,G36004700036003000,1.0,1.0
G36004700036003001,G36004700036003001,1.0,1.0
G36004700037001000,G36004700037001000,0.002831977893,0.018180440876
G36004700037001000,G36004700037001001,0.997168022107,0.981819559124
G36004700037001001,G36004700037001002,1.0,1.0
G36004700037001002,G36004700037001003,1.0,1.0
G36004700037001003,G36004700037001004,1.0,1.0
G36004700037001004,G36004700037001005,1.0,1.0
G36004700037001005,G36004700037001006,1.0,1.0
G36004700037001006,G36004700037001007,1.0,1.0
G36004700037001007,G36004700037001008,1.0,1.0
G36004700037001008,G36004700037001000,1.0,1.0
G36004700037001009,G36004700037001009,1.0,1.0
G36004700037001010,G36004700037001010,1.0,1.0
G36004700037001011,G36004700037001011,1.0,1.0
G36004700037001012,G36004700037001012,1.0,1.0
G36004700037001013,G36004700037001013,1.0,1.0
G36004700037001014,G36004700037001009,1.0,1.0
G36004700038000001,G36004700038000001,1.0,1.0
G36004700038001000,G36004700038001000,1.0,1.0
G36004700038001001,G36004700038001001,1.0,1.0
G36004700038001002,G36004700038001002,0.911289208235,0.911289208235
G36004700038001002,G36004700038001003,0.088710791765,0.088710791765
G36004700038001003,G36004700038001004,1.0,1.0
G36004700038001004,G36004700038001005,1.0,1.0
G36004700038001005,G36004700038001006,1.0,1.0
G36004700038001006,G36004700038001007,1.0,1.0
G36004700039001000,G36004700039001000,1.0,1.0
G36004700039001001,G36004700039001000,1.0,1.0
G36004700039001002,G36004700039001001,1.0,1.0
G36004700039001003,G36004700039001002,1.0,1.0
G36004700039001004,G36004700039001003,1.0,1.0
G36004700039002000,G36004700039002000,1.0,1.0
G36004700039002001,G36004700039002001,1.0,1.0
G36004700039002002,G36004700039002002,1.0,1.0
G36004700039003000,G36004700039003000,1.0,1.0
G36004700039003001,G36004700039003001,1.0,1.0
G36004700039003002,G36004700039003002,1.0,1.0
G36004700041001000,G36004700041001000,1.0,1.0
G36004700041001001,G36004700041001001,0.6581769437,0.4708320051
G36004700041001001,G36004700041001002,0.3418230563,0.5291679949
G36004700041001002,G36004700041001003,1.0,1.0
G36004700041001003,G36004700041001004,1.0,1.0
G36004700041002000,G36004700041002000,1.0,1.0
G36004700041002001,G36004700041002001,1.0,1.0
G36004700041002002,G36004700041002002,1.0,1.0
G36004700041003000,G36004700041003000,1.0,1.0
G36004700041003001,G36004700041003001,1.0,1.0
G36004700041003002,G36004700041003002,1.0,1.0
G36004700043001000,G36004700043001000,1.0,1.0
G36004700043002000,G36004700043002000,1.0,1.0
G36004700043002001,G36004700043002001,1.0,1.0
G36004700043002002,G36004700043002002,1.0,1.0
G36004700043003000,G36004700043003000,1.0,1.0
G36004700043003001,G36004700043003001,0.349137931034,0.243827727746
G36004700043003001,G36004700043003002,0.650862068966,0.756172272254
G36004700043003002,G36004700043003003,1.0,1.0
G36004700043004000,G36004700043004000,1.0,1.0
G36004700043004001,G36004700043004001,1.0,1.0
G36004700043004002,G36004700043004002,1.0,1.0
G36004700043004003,G36004700043004003,1.0,1.0
G36004700043004004,G36004700043004004,1.0,1.0
G36004700043004005,G36004700043004005,1.0,1.0
G36004700044000001,G36004700044000001,1.0,1.0
G36004700044001000,G36004700044001000,1.0,1.0
G36004700044001001,G36004700044001001,1.0,1.0
G36004700044001002,G36004700044001002,0.933308705824,0.933308705824
G36004700044001002,G36004700044001004,0.066691294176,0.066691294176
G36004700044001003,G36004700044001005,1.0,1.0
G36004700044001004,G36004700044001002,0.866420274551,0.866420274551
G36004700044001004,G36004700044001004,0.133579725449,0.133579725449
G36004700044001005,G36004700044001003,1.0,1.0
G36004700044001006,G36004700044001008,1.0,1.0
G36004700044001007,G36004700044001007,1.0,1.0
G36004700044001008,G36004700044001006,1.0,1.0
G36004700044001009,G36004700044001010,1.0,1.0
G36004700044001010,G36004700044001009,1.0,1.0
G36004700044001011,G36004700044001012,1.0,1.0
G36004700044001012,G36004700044001011,1.0,1.0
G36004700044001013,G36004700044001013,1.0,1.0
G36004700044001014,G36004700044001012,1.0,1.0
G36004700044002000,G36004700044002000,1.0,1.0
G36004700044002001,G36004700044002001,1.0,1.0
G36004700044002002,G36004700044002002,1.0,1.0
G36004700044002003,G36004700044002003,1.0,1.0
G36004700044002004,G36004700044002004,1.0,1.0
G36004700044002005,G36004700044002005,1.0,1.0
G36004700045001000,G36004700045001000,1.0,1.0
G36004700045001001,G36004700045001001,1.0,1.0
G36004700045001002,G36004700045001002,1.0,1.0
G36004700045001003,G36004700045001003,1.0,1.0
G36004700045002000,G36004700045002000,1.0,1.0
G36004700045002001,G36004700045002001,1.0,1.0
G36004700045002002,G36004700045002002,1.0,1.0
G36004700045002003,G36004700045002003,1.0,1.0
G36004700045003000,G36004700045003000,1.0,1.0
G36004700045003001,G36004700045003001,1.0,1.0
G36004700045004000,G36004700045004000,1.0,1.0
G36004700045004001,G36004700045004001,0.594488188976,0.848159158472
G36004700045004001,G36004700045004002,0.405511811024,0.151840841528
G36004700045004002,G36004700045004003,0.628915662651,0.664638511095
G36004700045004002,G36004700045004004,0.371084337349,0.335361488905
G36004700046000001,G36004700046000001,1.0,1.0
G36004700046001000,G36004700046001000,1.0,1.0
G36004700046001001,G36004700046001001,1.0,1.0
G36004700046001002,G36004700046001002,1.0,1.0
G36004700046001003,G36004700046001003,1.0,1.0
G36004700046001004,G36004700046001004,1.0,1.0
G36004700046001005,G36004700046001005,1.0,1.0
G36004700046001006,G36004700046001006,0.881222258905,0.881222258905
G36004700046001006,G36004700046001007,0.118777741095,0.118777741095
G36004700046001007,G36004700046001008,1.0,1.0
G36004700046001008,G36004700046001009,1.0,1.0
G36004700046001009,G36004700046001010,1.0,1.0
G36004700046001010,G36004700046001011,1.0,1.0
G36004700046001011,G36004700046001012,1.0,1.0
G36004700047001000,G36004700047001000,1.0,1.0
G36004700047001001,G36004700047001001,0.119640605296,0.119640605296
G36004700047001001,G36004700047001002,0.880359394704,0.880359394704
G36004700047001002,G36004700047001003,1.0,1.0
G36004700047001003,G36004700047001004,0.663414634146,0.562211981567
G36004700047001003,G36004700047001005,0.336585365854,0.437788018433
G36004700047001004,G36004700047001001,0.147509719064,0.147509719064
G36004700047001004,G36004700047001002,0.852490280936,0.852490280936
G36004700047001005,G36004700047001006,1.0,1.0
G36004700047001006,G36004700047001007,1.0,1.0
G36004700047001007,G36004700047001008,1.0,1.0
G36004700047001008,G36004700047001009,0.467412935323,0.467412935323
G36004700047001008,G36004700047001014,0.532587064677,0.532587064677
G36004700047001009,G36004700047001010,0.565236818588,0.565236818588
G36004700047001009,G36004700047001011,0.434763181412,0.434763181412
G36004700047001010,G36004700047001012,1.0,1.0
G36004700047001011,G36004700047001013,1.0,1.0
G36004700047001012,G36004700047001015,1.0,1.0
G36004700047001013,G36004700047001003,1.0,1.0
G36004700049001000,G36004700049001000,1.0,1.0
G36004700049001001,G36004700049001001,1.0,1.0
G36004700049001002,G36004700049001002,1.0,1.0
G36004700049001003,G36004700049001003,1.0,1.0
G36004700049002000,G36004700049002000,1.0,1.0
G36004700049002001,G36004700049002001,1.0,1.0
G36004700049002002,G36004700049002002,0.70036101083,0.616652696284
G36004700049002002,G36004700049002003,0.29963898917,0.383347303716
G36004700049003000,G36004700049003000,1.0,1.0
G36004700049003001,G36004700049003001,1.0,1.0
G36004700050000001,G36004700050000001,1.0,1.0
G36004700050001000,G36004700050001000,1.0,1.0
G36004700050001001,G36004700050001001,0.828992991516,0.828992991516
G36004700050001001,G36004700050001002,0.171007008484,0.171007008484
G36004700050001002,G36004700050001003,1.0,1.0
G36004700050001003,G36004700050001005,1.0,1.0
G36004700050001004,G36004700050001004,1.0,1.0
G36004700050002000,G36004700050002000,1.0,1.0
G36004700050002001,G36004700050002001,1.0,1.0
G36004700050002002,G36004700050002002,1.0,1.0
G36004700050002003,G36004700050002003,1.0,1.0
G36004700050003000,G36004700050003000,1.0,1.0
G36004700050003001,G36004700050003001,1.0,1.0
G36004700050003002,G36004700050003002,1.0,1.0
G36004700050003003,G36004700050003003,1.0,1.0
G36004700051001000,G36004700051001000,1.0,1.0
G36004700051001001,G36004700051001001,0.0,0.510379384395
G36004700051001001,G36004700051001002,1.0,0.489620615605
G36004700051001002,G36004700051001002,1.0,1.0
G36004700051001003,G36004700051001003,1.0,1.0
G36004700051001004,G36004700051001004,1.0,1.0
G36004700051001005,G36004700051001005,1.0,1.0
G36004700051001006,G36004700051001006,0.484867201977,0.484867201977
G36004700051001006,G36004700051001007,0.515132798023,0.515132798023
G36004700051001007,G36004700051001008,1.0,1.0
G36004700051002000,G36004700051002000,1.0,1.0
G36004700051002001,G36004700051002001,0.556092019313,0.556092019313
G36004700051002001,G36004700051002002,0.443907980687,0.443907980687
G36004700051002002,G36004700051002003,1.0,1.0
G36004700051002003,G36004700051002004,1.0,1.0
G36004700051002004,G36004700051002005,1.0,1.0
G36004700051002005,G36004700051002006,1.0,1.0
G36004700051003000,G36004700051003000,1.0,1.0
G36004700051003001,G36004700051003001,0.0,0.504665920119
G36004700051003001,G36004700051003002,1.0,0.495334079881
G36004700051003002,G36004700051003004,1.0,1.0
G36004700051003003,G36004700051003005,1.0,1.0
G36004700051003004,G36004700051003006,1.0,1.0
G36004700051003005,G36004700051003002,1.0,1.0
G36004700051003006,G36004700051003008,1.0,1.0
G36004700051003007,G36004700051003003,1.0,1.0
G36004700051003008,G36004700051003007,1.0,1.0
G36004700051003009,G36004700051003000,1.0,1.0
G36004700052010001,G36004700052010001,1.0,1.0
G36004700052011000,G36004700052011000,1.0,1.0
G36004700052011001,G36004700052011001,1.0,1.0
G36004700052011002,G36004700052011001,1.0,1.0
G36004700052011003,G36004700052011005,1.0,1.0
G36004700052011004,G36004700052011006,1.0,1.0
G36004700052011005,G36004700052011002,0.85015816638,0.85015816638
G36004700052011005,G36004700052011003,0.14984183362,0.14984183362
G36004700052011006,G36004700052011004,1.0,1.0
G36004700052020001,G36004700052020001,1.0,1.0
G36004700052021000,G36004700052021000,1.0,1.0
G36004700052021001,G36004700052021001,0.819773969014,0.819773969014
G36004700052021001,G36004700052021002,0.180226030986,0.180226030986
G36004700052021002,G36004700052021003,1.0,1.0
G36004700052022000,G36004700052022000,1.0,1.0
G36004700052022001,G36004700052022001,1.0,1.0
G36004700052022002,G36004700052022002,1.0,1.0
G36004700052022003,G36004700052022003,1.0,1.0
G36004700052022004,G36004700052022004,0.901964882943,0.901964882943
G36004700052022004,G36004700052022005,0.098035117057,0.098035117057
G36004700052022005,G36004700052022006,1.0,1.0
G36004700053000001,G36004700053010001,0.410771638697,0.410771638697
G36004700053000001,G36004700053020001,0.589228361303,0.589228361303
G36004700053000002,G36004700053010002,0.323878488827,0.323878488827
G36004700053000002,G36004700053020004,0.676121511173,0.676121511173
G36004700053000003,G36004700053020003,1.0,1.0
G36004700053000004,G36004700053020002,1.0,1.0
G36004700053001000,G36004700053031000,1.0,1.0
G36004700053001001,G36004700053031001,0.0,0.031105464512
G36004700053001001,G36004700053031002,1.0,0.968894535488
G36004700053001002,G36004700053031005,1.0,1.0
G36004700053001003,G36004700053031006,1.0,1.0
G36004700053001004,G36004700053031003,1.0,1.0
G36004700053001005,G36004700053031004,1.0,1.0
G36004700053001006,G36004700053031008,1.0,1.0
G36004700053001007,G36004700053011000,1.0,1.0
G36004700053001008,G36004700053011001,1.0,1.0
G36004700053001009,G36004700053011002,1.0,1.0
G36004700053001010,G36004700053011003,1.0,1.0
G36004700053001011,G36004700053011004,1.0,1.0
G36004700053001012,G36004700053012000,0.0,0.127042168473
G36004700053001012,G36004700053012001,1.0,0.73852415937
G36004700053001012,G36004700053012002,0.0,0.059199123307
G36004700053001012,G36004700053031008,0.0,0.07523454885
G36004700053001013,G36004700053012003,1.0,1.0
G36004700053001014,G36004700053012005,1.0,0.700965585883
G36004700053001014,G36004700053012018,0.0,0.299034414117
G36004700053001015,G36004700053022002,1.0,0.693799631109
G36004700053001015,G36004700053022007,0.0,0.067893548537
G36004700053001015,G36004700053022008,0.0,0.238306820354
G36004700053001016,G36004700053022009,1.0,1.0
G36004700053001017,G36004700053022002,1.0,1.0
G36004700053001018,G36004700053022001,1.0,1.0
G36004700053001019,G36004700053022000,1.0,1.0
G36004700053001020,G36004700053021010,1.0,1.0
G36004700053001021,G36004700053021011,1.0,1.0
G36004700053001022,G36004700053021006,1.0,1.0
G36004700053001023,G36004700053021002,1.0,1.0
G36004700053001024,G36004700053021001,1.0,1.0
G36004700053001025,G36004700053021000,0.657142857143,0.657142857143
G36004700053001025,G36004700053021001,0.342857142857,0.342857142857
G36004700053001026,G36004700053021002,1.0,0.321723189734
G36004700053001026,G36004700053021003,0.0,0.678276810266
G36004700053001027,G36004700053021004,0.0,0.20942408377
G36004700053001027,G36004700053021006,1.0,0.79057591623
G36004700053001028,G36004700053021004,0.500493339911,0.500493339911
G36004700053001028,G36004700053021005,0.499506660089,0.499506660089
G36004700053001029,G36004700053021013,1.0,1.0
G36004700053001030,G36004700053021012,1.0,1.0
G36004700053001031,G36004700053021009,1.0,1.0
G36004700053001032,G36004700053021007,0.069977426637,0.069977426637
G36004700053001032,G36004700053021008,0.930022573363,0.930022573363
G36004700053001033,G36004700053021007,1.0,1.0
G36004700053001034,G36004700053022013,1.0,1.0
G36004700053001035,G36004700053022002,1.0,1.0
G36004700053001036,G36004700053022004,1.0,1.0
G36004700053001037,G36004700053022002,1.0,1.0
G36004700053001038,G36004700053022011,1.0,1.0
G36004700053001039,G36004700053022012,1.0,1.0
G36004700053001040,G36004700053022006,1.0,1.0
G36004700053001041,G36004700053022010,1.0,1.0
G36004700053001042,G36004700053022005,1.0,1.0
G36004700053001043,G36004700053031007,1.0,1.0
G36004700053001044,G36004700053022003,1.0,1.0
G36004700053002000,G36004700053011009,1.0,1.0
G36004700053002001,G36004700053011008,1.0,1.0
G36004700053002002,G36004700053011007,1.0,1.0
G36004700053002003,G36004700053011006,1.0,1.0
G36004700053002004,G36004700053011013,1.0,1.0
G36004700053002005,G36004700053011012,1.0,1.0
