"GEOID","pop_2010_asian","pop_2010_total","pop_2020_asian","pop_2020_total"
"360470802003",9,1429,47,1432
"360470804001",22,1271,44,1292
"360470804002",53,1119,53,1053
"360470804003",12,860,46,982
"360470806001",11,1873,51,2043
"360470806002",9,1513,23,1738
"360470808001",115,1197,95,1940
"360470810001",11,1225,22,1499
"360470810002",46,1075,69,1408
"360470814001",24,1361,65,1537
"360470814002",6,1274,49,1584
"360470816001",80,1086,64,1013
"360470816002",27,1705,24,1567
"360470818001",71,2282,143,2648
"360470818002",104,1116,41,1168
"360470818003",22,1153,19,1014
"360470820001",46,1890,65,1904
"360470820002",31,1983,60,1998
"360470820003",19,1408,34,1593
"360470822001",10,1232,62,1218
"360470822002",5,2042,22,1837
"360470822003",5,2144,77,2295
"360470822004",41,1862,62,1851
"360470824001",33,1447,58,1515
"360470824002",2,1203,4,1156
"360470824003",24,1222,61,1373
"360470824004",8,858,12,919
"360470826001",14,1395,19,1309
"360470826002",7,1148,44,1089
"360470826003",9,1736,10,1554
"360470826004",14,1234,26,1213
"360470828001",19,1062,11,1065
"360470828002",35,1080,59,1482
"360470828003",26,1672,25,1659
"360470830001",33,1154,22,1210
"360470830002",21,1251,54,1360
"360470830003",4,1888,24,1918
"360470830004",9,1704,15,1679
"360470832001",25,1207,92,1326
"360470832002",16,1082,27,1036
"360470834001",0,821,19,844
"360470834002",17,880,37,889
"360470836001",12,764,51,893
"360470836002",2,1165,36,1267
"360470838001",16,1201,20,1194
"360470838002",19,988,22,1032
"360470840001",29,1153,17,1121
"360470840002",7,1259,8,1203
"360470846001",6,1064,11,1082
"360470846002",9,899,16,904
"360470848001",2,893,37,913
"360470848002",4,857,32,815
"360470850001",11,1374,16,1509
"360470852001",0,29,6,32
"360470854001",3,943,18,866
"360470854002",19,1109,52,1096
"360470856001",9,950,17,1041
"360470856002",7,1241,37,1109
"360470856003",6,1417,12,1418
"360470858001",5,1079,51,1158
"360470858002",15,1355,74,1316
"360470860001",27,1058,24,1192
"360470860002",0,1201,11,1290
"360470860003",3,1167,17,1327
"360470862001",6,754,26,847
"360470862002",6,1093,16,1262
"360470862003",14,1149,9,1318
"360470864001",6,1082,6,1195
"360470864002",2,1149,12,1304
"360470866001",3,1222,13,1234
"360470866002",5,883,2,1015
"360470866003",2,1044,6,1136
"360470868001",17,870,13,1015
"360470868002",26,938,5,937
"360470868003",2,1348,14,1461
"360470870001",7,994,11,1060
"360470870002",0,1215,15,1348
"360470870003",8,995,23,1162
"360470872001",3,593,18,651
"360470872002",1,900,27,1045
"360470872003",6,1375,14,1432
"360470874011",9,1347,16,1627
"360470874012",12,1795,9,2113
"360470876001",6,839,38,1191
"360470876002",4,903,10,907
"360470878001",1,834,6,983
"360470878002",10,638,8,231
"360470878003",2,1534,15,1516
"360470880011",4,995,8,1561
"360470880012",9,598,1,566
"360470880021",6,1270,22,1374
"360470882001",9,2186,21,2149
"360470882002",11,1447,16,1538
"360470882003",8,1282,12,1280
"360470882004",4,1825,9,1837
"360470884001",20,1693,21,1755
"360470884002",6,1623,7,1709
"360470884003",20,1920,15,2049
"360470886001",6,1278,1,1235
"360470886002",14,1411,15,1472
"360470886003",0,1738,6,1840
"360470888001",6,1244,1,1320
"360470888002",2,1340,4,1297
"360470888003",2,1339,11,1384
"360470890001",10,1295,7,1316
"360470890002",3,1488,6,1420
"360470890003",6,650,3,683
"360470890004",21,1654,5,1701
"360470890005",4,603,6,657
"360470890006",4,629,11,906
"360470892001",2,548,10,639
"360470892002",1,1168,4,1081
"360470892003",3,1262,2,1128
"360470892004",3,673,4,825
"360470894001",1,826,2,825
"360470894002",2,894,7,1054
"360470894003",16,909,23,974
"360470894004",0,801,1,981
"360470896001",7,753,4,876
"360470896002",129,1553,27,1839
"360470896003",5,1240,2,1366
"360470898001",3,963,5,967
"360470898002",14,1126,23,1362
"360470900001",0,507,5,624
"360470900002",0,633,0,558
"360470900003",4,884,3,836
"360470900004",1.99918020919052,1069.56141191693,1,1001
"360470900005",0,1041,4,1051
"360470900006",2,870,1,872
"360470900007",4,503,6,492
"360470902001",8,1181,41,1084
"360470902002",10,529,38,641
"360470902003",2,277,3,597
"360470902004",12,808,14,849
"360470902005",9,656,13,646
"360470906001",5,978,7,952
"360470906002",15,1984,25,2068
"360470906003",3,1619,16,1514
"360470908001",13,2059,25,3974
"360470908002",3,1257,4,1116
"360470908003",0,674,12,803
"360470910001",3,1820,5,1732
"360470910002",14,1572,22,1421
"360470910003",11,1420,18,1570
"360470910004",8,798,61,1091
"360470912001",11,1759,10,1649
"360470912002",5,2108,19,2053
"360470912003",23,2947,31,2870
"360470916001",1,1093,16,1196
"360470916002",6,748,62,1153
"360470916003",8,1000,6,1148
"360470916004",16,1484,11,1812
"360470918001",0,1941,2,1763
"360470918002",0,863,13,940
"360470920001",2,712,1,754
"360470920002",0,1499,7,1679
"360470920003",17,943,29,1058
"360470920004",0,0,0,0
"360470922001",5,809,9,982
"360470922002",6,1882,12,2049
"360470924001",6,1035,12,1772
"360470924002",7,881,7,1074
"360470924003",4,740,0,782
"360470928001",0,1217,2,1365
"360470928002",52.73106323836,1355,23,1415
"360470928003",3.26893676164003,84,3,81
"360470930001",3,998,1,1011
"360470930002",7,1549,5,1556
"360470932001",2,1142,52,1277
"360470934001",17,1175,9,1236
"360470934002",2,1226,22,1230
"360470936001",0,947,1,971
"360470936002",9,681,7,883
"360470938001",15,1236,9,1526
"360470938002",3,1138,4,1136
"360470944011",5,810,6,770
"360470944012",1,870,2,968
"360470944013",0,827,12,992
"360470944014",1,695,0,717
"360470944021",12,2886,18,2810
"360470946001",11,630,7,742
"360470946002",5,633,2,683
"360470946003",5,567,11,654
"360470950001",7,1478,18,1582
"360470950002",6,1428,15,1588
"360470954001",5,1416,14,1439
"360470954002",17,1883,9,2165
"360470954003",5,1308,15,1552
"360470956001",3,1766,14,1977
"360470956002",83,2276,55,2414
"360470958001",33,1321,27,1465
"360470958002",80,2135,79,2305
"360470960001",0,0,0,6
"360470962001",22,1717,30,1701
"360470964001",49,1197,36,1383
"360470964002",9,1164,40,1238
"360470966001",21,1241,42,1267
"360470966002",59,923,32,1086
"360470968001",31,761,10,780
"360470968002",9,710,21,775
"360470970001",47,953,21,1115
"360470970002",20,1152,26,1242
"360470974001",13,1505,22,1645
"360470974002",13,1219,15,1266
"360470982001",5,2343,9,2212
"360470982002",7,1962,3,1864
"360470984001",19,1978,5,2074
"360470986001",17,1661,16,1585
"360470986002",47,1201,51,1229
"360470988001",17,1631,20,1691
"360470988002",76,1423,39,1392
"360470990001",92,1422,72,1652
"360470992001",73,1833,69,2056
"360470994001",11,1978,30,2116
"360470996001",28,1620,22,1878
"360470996002",29,2011,27,2174
"360470998001",39,1933,23,2157
"360470998002",14,1851,20,2077
"360471004001",25,2567,37,2901
"360471006001",34,1186,33,1194
"360471006002",27,1303,14,1468
"360471008001",69,1095,56,1124
"360471008002",39,1029,18,1065
"360471010001",109,1131,61,1243
"360471010002",56,1187,67,1362
"360471012001",82,1154,50,1184
"360471012002",30,778,26,931
"360471014001",104,1375,55,1506
"360471014002",27,785,43,762
"360471016001",43,1464,32,1551
"360471018001",35,1851,22,2030
"360471020001",51,1922,69,2186
"360471022001",230,2075,136,2313
"360471024001",152,2123,98,2257
"360471026001",40,2771,33,2973
"360471028011",72,1579,62,1754
"360471028020",0,0,0,0
"360471028021",0,0,0,5
"360471034011",4.223016440314,2363.68263045004,9,2396
"360471034012",2.776983559686,1554.31736954996,7,1584
"360471034020",0,0,0,0
"360471034021",0,0,0,0
"360471058011",74,1754,58,1704
"360471058012",117,3372,121,3183
"360471058013",41,1802,81,2126
"360471058041",9,432,7,701
"360471058042",0,862,7,757
"360471058043",75,2691,60,2567
"360471058044",75,2441,64,2457
"360471070011",0.999999999999783,321.99999999993,33,3543
"360471070020",0,0,0,0
"360471070021",0,0,0,0
"360471070031",0,0,0,0
"360471078001",0,1052,2,1029
"360471078002",4,963,11,1109
"360471078003",2,927,9,963
"360471078004",6,907,5,1011
"360471098001",0,0,0,0
"360471098002",35,787,25,809
"360471098003",0,0,0,20
"360471098004",0,0,0,0
"360471098005",5,1130,6,1461
"360471104001",2,828,10,1139
"360471104002",0,1442,5,1568
"360471104003",3,942,7,1039
"360471104004",3,1146,23,1322
"360471106001",5,2050,16,2502
"360471106002",17,2261,1,2056
"360471110001",8,1763,9,1678
"360471110002",0,1453,3,1359
"360471116001",26,2221,26,2186
"360471116002",2,1263,15,1248
"360471118001",6,1421,113,1665
"360471118002",9,1632,54,1842
"360471120001",19,1018,42,1162
"360471120002",20,2137,52,2318
"360471122001",7,2208,62,2370
"360471122002",3,1163,6,1144
"360471124001",2,882,6,1382
"360471124002",0,1103,7,1257
"360471124003",0,1431,30,1649
"360471126001",0,1420,3,1529
"360471126002",8,1257,4,1372
"360471126003",5,1106,11,1467
"360471128001",1,1020,10,1246
"360471128002",5,1404,9,1565
"360471128003",7,1398,16,1650
"360471130001",0,718,1,650
"360471130002",4,844,16,1218
"360471130003",1,1318,5,1346
"360471130004",6,1011,10,1246
"360471132001",13,1132,19,1182
"360471132002",4,805,20,1240
"360471132003",0,0,0,5
"360471134001",4,961,4,754
"360471134002",10,1159,4,983
"360471134003",6,718,4,921
"360471142011",4,874,6,1025
"360471142012",19,704,103,855
"360471142021",20,1613,51,1434
"360471142022",23,1153,35,1236
"360471144001",4,361,6,411
"360471144002",16,751,9,706
"360471144003",7,633,3,695
"360471144004",11,658,15,602
"360471146001",80,1671,123,1733
"360471146002",59,1327,39,1401
"360471150001",26,930,16,1141
"360471150002",2,924,10,1058
"360471150003",0,741,16,924
"360471152001",31,646,32,861
"360471152002",10,1301,58,1272
"360471152003",14,1147,57,1363
"360471156001",7,924,17,1113
"360471156002",14,1164,17,1100
"360471156003",7,1227,3,1195
"360471156004",29,1000,19,1044
"360471158001",12,969,50,1058
"360471158002",0,950,18,1124
"360471158003",0,1064,13,1078
"360471160001",0,783,3,904
"360471160002",0,878,8,916
"360471160003",0,882,5,810
"360471162001",1,737,23,814
"360471162002",0,649,11,687
"360471162003",1,771,29,873
"360471164001",24,1037,51,1143
"360471164002",15,908,45,1036
"360471164003",9,976,59,1096
"360471166001",32,884,81,918
"360471166002",17,923,67,1316
"360471166003",40,1100,146,1250
"360471168001",25,976,70,1166
"360471168002",59,1081,70,1107
"360471170001",97,909,53,992
"360471170002",49,971,52,982
"360471172011",41,1607,54,1421
"360471172012",75,1106,54,1181
"360471172021",58,1683,73,1795
"360471172022",111,2224,148,2471
"360471174001",79,2203,75,2161
"360471174002",141,2126,131,2170
"360471176011",28,1188,43,1167
"360471176012",97,1562,56,1593
"360471176021",103,1602,56,1504
"360471176022",128,1711,125,1988
"360471178001",289,1717,291,1820
"360471180001",0,6,0,7
"360471182011",119,1408,181,1609
"360471182012",81,1594,71,1736
"360471182021",176,1573,121,1575
"360471182022",92,1510,136,1700
"360471184001",126,1674,144,1721
"360471184002",76,1790,116,1780
"360471184003",347,1956,297,1933
"360471186001",329,1433,549,1535
"360471186002",133,1536,349,1612
"360471188001",902,1594,1406,2003
"360471188002",372,1361,514,1431
"360471188003",373,1696,556,1722
"360471190001",152,1045,284,1078
"360471190002",212,1082,344,1139
"360471192001",39,1052,120,1309
"360471192002",87,1277,152,1407
"360471192003",4,684,66,920
"360471194001",31,1109,143,1368
"360471194002",29,1312,90,1316
"360471194003",34,1493,170,1636
"360471196001",228,1254,672,1693
"360471196002",157,982,382,1157
"360471196003",436,1784,816,1922
"360471196004",278,1383,637,1686
"360471198001",24,857,32,1054
"360471198002",36,1303,25,1327
"360471198003",34,1266,55,1315
"360471200001",291,1038,410,1261
"360471200002",104,1110,365,1612
"360471202001",449,944,565,1052
"360471202002",475,956,493,920
"360471208011",56.7637393767705,828,164,880
"360471208012",19.2961956521739,789,142,1007
"360471208013",64.2362606232295,937,247,1050
"360471208014",25.7038043478261,1051,109,1062
"360471208021",3,2364,30,3002
"360471208022",15,1521,7,768
"360471208031",77,1448,205,2010
"360471210001",20,2156,42,1939
"360471210002",4,1879,27,1749
"360471214001",17,2414,23,2295
"360471214002",1,1937,13,1805
"360471220001",19,2479,31,2550
"360471220002",50,3016,86,3619
"360471237001",6,1267,19,1514
"360471237002",9,2618,10,4094
"360471237003",24,2123,29,2978
"360471502001",68,981,67,1027
"360471502002",82,751,54,790
"360471502003",55,808,85,799
"360471522001",284,1280,257,1443
"360471522002",321,1047,281,887
"360471522003",64,990,64,957
"360479901000",0,0,0,0
